seq_id;Rota Real;Rota Gerada;Profit Real;Profit Gerado;Budget Real;Budget Gerado;Recall;Recall Total;Precision; Precision Total;Tempo;Tempo Total
2918;"{28, 19, 1}";"{28, 19, 3, 11, 6, 17, 1}";2129.79;6354.92;13766;13125;1;0.845833;0.428571;0.407794;0.028559;16.8627
13594;"{2, 28, 19}";"{2, 17, 6, 5, 30, 16, 10, 8, 21, 4, 1, 22, 19}";3549.42;16497.5;12734;12214;0.666667;0.84509;0.153846;0.40674;0.130644;16.9933
6700;"{5, 30, 16}";"{5, 28, 19, 11, 3, 16}";7566.4;10780.9;16843;15319;0.666667;0.844353;0.333333;0.406437;0.04372;17.037
6757;"{11, 2, 17}";"{11, 19, 1, 22, 16, 5, 6, 17}";3955;12428.5;5581;5431;0.666667;0.843621;0.25;0.405793;0.021112;17.0581
12653;"{6, 5, 1}";"{6, 5, 30, 16, 17, 2, 26, 19, 1}";6754;15146.1;11211;10646;1;0.844262;0.333333;0.405496;0.108777;17.1669
12652;"{19, 28, 3}";"{19, 28, 11, 3}";2816.5;3595.5;4014;2262;1;0.844898;0.75;0.406902;0.003977;17.1709
13053;"{8, 3, 26}";"{8, 5, 1, 22, 16, 17, 6, 26}";3271.85;12469.9;23704;22475;0.666667;0.844173;0.25;0.406264;0.031756;17.2027
8866;"{5, 22, 19, 8, 21, 6}";"{5, 16, 22, 1, 28, 19, 3, 11, 15, 6}";8991.32;13130.4;18551;18266;0.666667;0.843455;0.4;0.406239;0.090415;17.2931
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.844086;0.333333;0.405945;0.033508;17.3266
961;"{16, 5, 1}";"{16, 5, 17, 6, 28, 19, 3, 11, 26, 1}";7688;15183;13898;12326;1;0.844712;0.3;0.40552;0.058187;17.3848
11671;"{3, 10, 6}";"{3, 19, 1, 22, 16, 5, 17, 26, 11, 6}";3551.45;15190;17086;16044;0.666667;0.844;0.2;0.404697;0.163694;17.5485
4424;"{6, 2, 26, 25}";"{6, 5, 30, 16, 1, 22, 28, 19, 11, 2, 7, 25}";4731.87;14216.9;15286;15274;0.75;0.843625;0.25;0.404081;0.089832;17.6383
12807;"{13, 19, 28}";"{13, 27, 11, 19, 1, 22, 5, 17, 6, 16, 28}";1712.5;12872.5;13069;13068;1;0.844246;0.272727;0.40356;0.050596;17.6889
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.844862;0.333333;0.403282;0.035183;17.7241
6757;"{11, 2, 17}";"{11, 19, 1, 22, 16, 5, 6, 17}";3955;12428.5;5581;5431;0.666667;0.84416;0.25;0.402679;0.021751;17.7458
4103;"{11, 24, 28}";"{11, 19, 1, 22, 16, 5, 17, 2, 6, 28}";1516.75;14682.3;11901;11240;0.666667;0.843464;0.2;0.401884;0.073942;17.8198
5753;"{2, 28, 3}";"{2, 26, 17, 16, 30, 10, 8, 21, 6, 19, 11, 3}";3420;13818.5;17286;16282;0.666667;0.842773;0.166667;0.400965;0.144655;17.9644
10696;"{28, 19, 3, 11}";"{28, 19, 3, 11}";3596;3596;3501;2542;1;0.843385;1;0.403296;0.008865;17.9733
12110;"{3, 6, 1, 7}";"{3, 19, 6, 17, 5, 30, 16, 1, 22, 2, 26, 15, 25, 7}";2811.78;17635.5;16711;16628;1;0.843992;0.285714;0.40284;0.158203;18.1315
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.844595;0.333333;0.402572;0.034043;18.1655
13293;"{21, 10, 3}";"{21, 8, 10, 5, 30, 16, 1, 22, 28, 19, 11, 3}";3157;14576.5;10296;9023;1;0.845192;0.25;0.401985;0.066291;18.2318
12653;"{6, 5, 1}";"{6, 5, 30, 16, 17, 2, 26, 19, 1}";6754;15146.1;11211;10646;1;0.845785;0.333333;0.401722;0.108001;18.3398
9292;"{3, 22, 16, 30}";"{3, 11, 6, 17, 5, 1, 22, 19, 16, 30}";3842.73;13985.2;10499;10243;1;0.846374;0.4;0.401716;0.078304;18.4181
232;"{11, 3, 6}";"{11, 19, 28, 1, 22, 5, 17, 16, 6}";2932;12799;7626;7088;0.666667;0.845691;0.222222;0.401033;0.037722;18.4559
4424;"{6, 2, 26, 25}";"{6, 5, 30, 16, 1, 22, 28, 19, 11, 2, 7, 25}";4731.87;14216.9;15286;15274;0.75;0.845328;0.25;0.400461;0.093824;18.5497
3460;"{16, 1, 3}";"{16, 30, 5, 1, 22, 19, 28, 11, 3}";3568;12081.5;5901;5690;1;0.845912;0.333333;0.400208;0.038535;18.5882
1393;"{19, 28, 24}";"{19, 1, 16, 30, 5, 6, 17, 2, 24}";2051;13957.6;7777;7679;0.666667;0.845238;0.222222;0.399539;0.057926;18.6461
3460;"{16, 1, 3}";"{16, 30, 5, 1, 22, 19, 28, 11, 3}";3568;12081.5;5901;5690;1;0.845818;0.333333;0.399291;0.03861;18.6847
13293;"{21, 10, 3}";"{21, 8, 10, 5, 30, 16, 1, 22, 28, 19, 11, 3}";3157;14576.5;10296;9023;1;0.846393;0.25;0.398734;0.064951;18.7497
13317;"{1, 5, 2, 11}";"{1, 16, 30, 5, 6, 17, 10, 8, 21, 14, 2, 26, 19, 3, 11}";8457.16;19805.1;21573;21233;1;0.846964;0.266667;0.398243;0.252086;19.0018
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.846296;0.5;0.398619;0.034566;19.0363
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.846863;0.333333;0.398379;0.031099;19.0674
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.847426;0.333333;0.398139;0.036498;19.1039
10008;"{26, 3, 5, 6}";"{26, 17, 5, 1, 22, 19, 6}";9056.42;11333.9;10232;9689;0.75;0.84707;0.428571;0.398251;0.023602;19.1275
9292;"{3, 22, 16, 30}";"{3, 11, 6, 17, 5, 1, 22, 19, 16, 30}";3842.73;13985.2;10499;10243;1;0.847628;0.4;0.398257;0.076909;19.2045
13565;"{19, 28, 5}";"{19, 28, 1, 22, 16, 5}";6961.5;9739.5;3944;3462;1;0.848182;0.5;0.398627;0.008184;19.2126
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.847524;0.5;0.398995;0.034698;19.2473
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.848075;0.333333;0.398757;0.030799;19.2781
13009;"{15, 12, 25}";"{15, 25}";766.647;747.828;2978;2876;0.666667;0.847422;1;0.40092;0.001211;19.2793
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.847969;0.333333;0.400678;0.032216;19.3116
13293;"{21, 10, 3}";"{21, 8, 10, 5, 30, 16, 1, 22, 28, 19, 11, 3}";3157;14576.5;10296;9023;1;0.848512;0.25;0.40014;0.06793;19.3795
9413;"{28, 19, 6}";"{28, 19, 6}";2646.8;2646.8;3795;3234;1;0.849051;1;0.402275;0.002685;19.3822
1987;"{1, 3, 16, 5}";"{1, 22, 28, 19, 11, 3, 5}";8869.5;9769;9555;7094;0.75;0.8487;0.428571;0.402368;0.048886;19.4311
3460;"{16, 1, 3}";"{16, 30, 5, 1, 22, 19, 28, 11, 3}";3568;12081.5;5901;5690;1;0.849234;0.333333;0.402124;0.038178;19.4692
12110;"{3, 6, 1, 7}";"{3, 19, 6, 17, 5, 30, 16, 1, 22, 2, 26, 15, 25, 7}";2811.78;17635.5;16711;16628;1;0.849765;0.285714;0.401714;0.165382;19.6346
8866;"{5, 22, 19, 8, 21, 6}";"{5, 16, 22, 1, 28, 19, 3, 11, 15, 6}";8991.32;13130.4;18551;18266;0.666667;0.849123;0.4;0.401708;0.094895;19.7295
12110;"{3, 6, 1, 7}";"{3, 19, 6, 17, 5, 30, 16, 1, 22, 2, 26, 15, 25, 7}";2811.78;17635.5;16711;16628;1;0.84965;0.285714;0.401302;0.157943;19.8875
5516;"{26, 5, 3}";"{26, 17, 6, 5, 16, 22, 1, 28, 19, 11, 3}";8071.96;15568.9;15710;11887;1;0.850174;0.272727;0.400854;0.068784;19.9562
8304;"{3, 19, 28, 25}";"{3, 11, 19, 28, 2, 5, 30, 10, 8, 21, 4, 25}";3080;14010.6;14977;14948;1;0.850694;0.333333;0.40062;0.12819;20.0844
12710;"{28, 19, 3}";"{28, 11, 3}";2823.33;2313.03;2583;2031;0.666667;0.850058;0.666667;0.401541;0.002513;20.087
961;"{16, 5, 1}";"{16, 5, 17, 6, 28, 19, 3, 11, 26, 1}";7688;15183;13898;12326;1;0.850575;0.3;0.40119;0.056414;20.1434
10696;"{28, 19, 3, 11}";"{28, 19, 3, 11}";3596;3596;3501;2542;1;0.851088;1;0.403248;0.009487;20.1529
12438;"{1, 22, 16}";"{1, 22, 5, 6, 17, 2, 26, 16}";2758;13843;10387;7721;1;0.851598;0.375;0.403151;0.122952;20.2758
12281;"{11, 28, 19}";"{11, 3, 19}";2428.22;3230.72;6078;5250;0.666667;0.850967;0.666667;0.404051;0.003321;20.2791
5516;"{26, 5, 3}";"{26, 17, 6, 5, 16, 22, 1, 28, 19, 11, 3}";8071.96;15568.9;15710;11887;1;0.851474;0.272727;0.403604;0.066181;20.3453
10425;"{5, 3, 22}";"{5, 6, 17, 2, 26, 16, 30, 1, 19, 11, 24, 22}";6842.88;16719.1;14355;14257;0.666667;0.850847;0.166667;0.402801;0.146168;20.4915
11100;"{5, 16, 1, 26}";"{5, 6, 17, 16, 22, 1, 28, 26}";9301.5;12324;7385;7183;1;0.851351;0.5;0.403129;0.024303;20.5158
1987;"{1, 3, 16, 5}";"{1, 22, 28, 19, 11, 3, 5}";8869.5;9769;9555;7094;0.75;0.85101;0.428571;0.403215;0.047292;20.5631
12652;"{19, 28, 3}";"{19, 28, 11, 3}";2816.5;3595.5;4014;2262;1;0.85151;0.75;0.404379;0.00368;20.5667
13317;"{1, 5, 2, 11}";"{1, 16, 30, 5, 6, 17, 10, 8, 21, 14, 2, 26, 19, 3, 11}";8457.16;19805.1;21573;21233;1;0.852007;0.266667;0.403918;0.245142;20.8119
232;"{11, 3, 6}";"{11, 19, 28, 1, 22, 5, 17, 16, 6}";2932;12799;7626;7088;0.666667;0.851389;0.222222;0.403312;0.030303;20.8422
12110;"{3, 6, 1, 7}";"{3, 19, 6, 17, 5, 30, 16, 1, 22, 2, 26, 15, 25, 7}";2811.78;17635.5;16711;16628;1;0.851883;0.285714;0.402922;0.160193;21.0024
2918;"{28, 19, 1}";"{28, 19, 3, 11, 6, 17, 1}";2129.79;6354.92;13766;13125;1;0.852373;0.428571;0.403007;0.028066;21.0305
12652;"{19, 28, 3}";"{19, 28, 11, 3}";2816.5;3595.5;4014;2262;1;0.85286;0.75;0.404152;0.003699;21.0342
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.852248;0.5;0.404467;0.035493;21.0696
6161;"{16, 3, 26}";"{16, 5, 17, 2, 6, 1, 22, 28, 19, 3, 26}";4684.5;16683.4;14691;14595;1;0.852732;0.272727;0.404035;0.118988;21.1886
1393;"{19, 28, 24}";"{19, 1, 16, 30, 5, 6, 17, 2, 24}";2051;13957.6;7777;7679;0.666667;0.852124;0.222222;0.403441;0.058247;21.2469
4424;"{6, 2, 26, 25}";"{6, 5, 30, 16, 1, 22, 28, 19, 11, 2, 7, 25}";4731.87;14216.9;15286;15274;0.75;0.851792;0.25;0.402941;0.093806;21.3407
12281;"{11, 28, 19}";"{11, 3, 19}";2428.22;3230.72;6078;5250;0.666667;0.85119;0.666667;0.403798;0.003361;21.344
1393;"{19, 28, 24}";"{19, 1, 16, 30, 5, 6, 17, 2, 24}";2051;13957.6;7777;7679;0.666667;0.850593;0.222222;0.40321;0.059801;21.4038
13053;"{8, 3, 26}";"{8, 5, 1, 22, 16, 17, 6, 26}";3271.85;12469.9;23704;22475;0.666667;0.85;0.25;0.402716;0.031346;21.4352
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.850482;0.333333;0.402493;0.030258;21.4655
12439;"{11, 3, 4}";"{11, 3, 19, 28, 6, 17, 2, 26, 16, 30, 10, 8, 4}";1982.5;13665.6;15731;15645;1;0.850962;0.230769;0.401942;0.139057;21.6045
9292;"{3, 22, 16, 30}";"{3, 11, 6, 17, 5, 1, 22, 19, 16, 30}";3842.73;13985.2;10499;10243;1;0.851438;0.4;0.401936;0.075077;21.6796
12653;"{6, 5, 1}";"{6, 5, 30, 16, 17, 2, 26, 19, 1}";6754;15146.1;11211;10646;1;0.851911;0.333333;0.401718;0.111033;21.7906
12653;"{6, 5, 1}";"{6, 5, 30, 16, 17, 2, 26, 19, 1}";6754;15146.1;11211;10646;1;0.852381;0.333333;0.4015;0.108914;21.8995
11673;"{5, 16, 22, 17, 14}";"{5, 16, 4, 14}";9060.65;7461.36;7573;7165;0.6;0.851582;0.75;0.402603;0.017147;21.9167
685;"{16, 5, 17, 2}";"{16, 30, 5, 17, 6, 28, 19, 3, 11, 1, 22, 2}";10384.3;16237.9;19573;16935;1;0.85205;0.333333;0.402385;0.168957;22.0856
10425;"{5, 3, 22}";"{5, 6, 17, 2, 26, 16, 30, 1, 19, 11, 24, 22}";6842.88;16719.1;14355;14257;0.666667;0.851468;0.166667;0.401643;0.144383;22.23
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.851933;0.333333;0.401429;0.029863;22.2599
13565;"{19, 28, 5}";"{19, 28, 1, 22, 16, 5}";6961.5;9739.5;3944;3462;1;0.852396;0.5;0.401737;0.007912;22.2678
11498;"{26, 19, 28}";"{26, 11, 3, 19, 28}";3256.68;5202.68;14751;12685;1;0.852856;0.6;0.402355;0.004771;22.2726
12439;"{11, 3, 4}";"{11, 3, 19, 28, 6, 17, 2, 26, 16, 30, 10, 8, 4}";1982.5;13665.6;15731;15645;1;0.853313;0.230769;0.401822;0.14249;22.4151
12439;"{11, 3, 4}";"{11, 3, 19, 28, 6, 17, 2, 26, 16, 30, 10, 8, 4}";1982.5;13665.6;15731;15645;1;0.853767;0.230769;0.401293;0.142222;22.5573
232;"{11, 3, 6}";"{11, 19, 28, 1, 22, 5, 17, 16, 6}";2932;12799;7626;7088;0.666667;0.853189;0.222222;0.40074;0.030719;22.588
13317;"{1, 5, 2, 11}";"{1, 16, 30, 5, 6, 17, 10, 8, 21, 14, 2, 26, 19, 3, 11}";8457.16;19805.1;21573;21233;1;0.853641;0.266667;0.400327;0.266556;22.8546
10696;"{28, 19, 3, 11}";"{28, 19, 3, 11}";3596;3596;3501;2542;1;0.85409;1;0.402167;0.009206;22.8638
961;"{16, 5, 1}";"{16, 5, 17, 6, 28, 19, 3, 11, 26, 1}";7688;15183;13898;12326;1;0.854536;0.3;0.401854;0.057125;22.9209
5243;"{14, 10, 21, 16, 1}";"{14, 16, 5, 19, 28, 1}";4582.67;9553.5;9023;8298;0.6;0.85376;0.5;0.402154;0.020777;22.9417
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.854205;0.333333;0.401944;0.034832;22.9765
9311;"{1, 5, 6}";"{1, 16, 17, 6}";6766.6;4671.8;5433;5016;0.666667;0.853636;0.5;0.402242;0.003187;22.9797
6161;"{16, 3, 26}";"{16, 5, 17, 2, 6, 1, 22, 28, 19, 3, 26}";4684.5;16683.4;14691;14595;1;0.854079;0.272727;0.40185;0.123641;23.1033
9292;"{3, 22, 16, 30}";"{3, 11, 6, 17, 5, 1, 22, 19, 16, 30}";3842.73;13985.2;10499;10243;1;0.854518;0.4;0.401845;0.078698;23.182
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.854955;0.333333;0.401639;0.032045;23.2141
12439;"{11, 3, 4}";"{11, 3, 19, 28, 6, 17, 2, 26, 16, 30, 10, 8, 4}";1982.5;13665.6;15731;15645;1;0.855389;0.230769;0.401127;0.145855;23.3599
12653;"{6, 5, 1}";"{6, 5, 30, 16, 17, 2, 26, 19, 1}";6754;15146.1;11211;10646;1;0.855821;0.333333;0.400925;0.111022;23.4709
10425;"{5, 3, 22}";"{5, 6, 17, 2, 26, 16, 30, 1, 19, 11, 24, 22}";6842.88;16719.1;14355;14257;0.666667;0.855258;0.166667;0.400228;0.15695;23.6279
1393;"{19, 28, 24}";"{19, 1, 16, 30, 5, 6, 17, 2, 24}";2051;13957.6;7777;7679;0.666667;0.854698;0.222222;0.3997;0.063362;23.6913
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.855128;0.333333;0.399503;0.036221;23.7275
11671;"{3, 10, 6}";"{3, 19, 1, 22, 16, 5, 17, 26, 11, 6}";3551.45;15190;17086;16044;0.666667;0.854572;0.2;0.398915;0.168204;23.8957
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.85402;0.5;0.399212;0.034679;23.9304
13594;"{2, 28, 19}";"{2, 17, 6, 5, 30, 16, 10, 8, 21, 4, 1, 22, 19}";3549.42;16497.5;12734;12214;0.666667;0.85347;0.153846;0.398493;0.132031;24.0624
12947;"{5, 30, 1}";"{5, 2, 6, 1}";6183.67;8671.34;6252;6206;0.666667;0.852924;0.5;0.398789;0.016857;24.0792
9311;"{1, 5, 6}";"{1, 16, 17, 6}";6766.6;4671.8;5433;5016;0.666667;0.852381;0.5;0.399084;0.003465;24.0827
232;"{11, 3, 6}";"{11, 19, 28, 1, 22, 5, 17, 16, 6}";2932;12799;7626;7088;0.666667;0.851841;0.222222;0.39857;0.031487;24.1142
9413;"{28, 19, 6}";"{28, 19, 6}";2646.8;2646.8;3795;3234;1;0.852271;1;0.400314;0.002962;24.1172
12438;"{1, 22, 16}";"{1, 22, 5, 6, 17, 2, 26, 16}";2758;13843;10387;7721;1;0.852697;0.375;0.40024;0.123263;24.2404
9292;"{3, 22, 16, 30}";"{3, 11, 6, 17, 5, 1, 22, 19, 16, 30}";3842.73;13985.2;10499;10243;1;0.853122;0.4;0.40024;0.078731;24.3192
13053;"{8, 3, 26}";"{8, 5, 1, 22, 16, 17, 6, 26}";3271.85;12469.9;23704;22475;0.666667;0.852586;0.25;0.399808;0.032269;24.3514
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.853009;0.333333;0.399618;0.037235;24.3887
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.853429;0.333333;0.399428;0.031568;24.4202
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.853846;0.333333;0.39924;0.035985;24.4562
12438;"{1, 22, 16}";"{1, 22, 5, 6, 17, 2, 26, 16}";2758;13843;10387;7721;1;0.854261;0.375;0.399171;0.125203;24.5814
1987;"{1, 3, 16, 5}";"{1, 22, 28, 19, 11, 3, 5}";8869.5;9769;9555;7094;0.75;0.853966;0.428571;0.399254;0.051397;24.6328
8676;"{28, 19, 3}";"{28, 19, 11, 3}";2815.5;3594.89;4682;3951;1;0.854379;0.75;0.400245;0.002869;24.6357
6757;"{11, 2, 17}";"{11, 19, 1, 22, 16, 5, 6, 17}";3955;12428.5;5581;5431;0.666667;0.85385;0.25;0.399822;0.021741;24.6574
2918;"{28, 19, 1}";"{28, 19, 3, 11, 6, 17, 1}";2129.79;6354.92;13766;13125;1;0.85426;0.428571;0.399903;0.031176;24.6886
6757;"{11, 2, 17}";"{11, 19, 1, 22, 16, 5, 6, 17}";3955;12428.5;5581;5431;0.666667;0.853735;0.25;0.399483;0.022489;24.7111
4272;"{26, 2, 5}";"{26, 24, 28, 19, 3, 18, 5}";8798.56;10958.6;21957;17725;0.666667;0.853212;0.285714;0.399165;0.295407;25.0065
8905;"{11, 3, 19}";"{11, 3, 19}";3234.21;3234.21;3354;3142;1;0.853621;1;0.400839;0.002004;25.0085
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.854028;0.333333;0.400651;0.032976;25.0415
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.853509;0.5;0.400926;0.036532;25.078
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.852993;0.5;0.4012;0.034702;25.1127
12438;"{1, 22, 16}";"{1, 22, 5, 6, 17, 2, 26, 16}";2758;13843;10387;7721;1;0.853398;0.375;0.401128;0.125826;25.2385
1393;"{19, 28, 24}";"{19, 1, 16, 30, 5, 6, 17, 2, 24}";2051;13957.6;7777;7679;0.666667;0.852885;0.222222;0.400636;0.061481;25.3
12642;"{11, 5, 6}";"{11, 19, 5, 6}";7066.76;8357.76;5473;5267;1;0.853288;0.75;0.401593;0.012879;25.3129
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.852778;0.5;0.401862;0.036183;25.3491
8304;"{3, 19, 28, 25}";"{3, 11, 19, 28, 2, 5, 30, 10, 8, 21, 4, 25}";3080;14010.6;14977;14948;1;0.853179;0.333333;0.401676;0.132431;25.4815
10008;"{26, 3, 5, 6}";"{26, 17, 5, 1, 22, 19, 6}";9056.42;11333.9;10232;9689;0.75;0.852899;0.428571;0.401749;0.023787;25.5053
8304;"{3, 19, 28, 25}";"{3, 11, 19, 28, 2, 5, 30, 10, 8, 21, 4, 25}";3080;14010.6;14977;14948;1;0.853297;0.333333;0.401563;0.129746;25.635
12947;"{5, 30, 1}";"{5, 2, 6, 1}";6183.67;8671.34;6252;6206;0.666667;0.852793;0.5;0.401829;0.016673;25.6517
12653;"{6, 5, 1}";"{6, 5, 30, 16, 17, 2, 26, 19, 1}";6754;15146.1;11211;10646;1;0.85319;0.333333;0.401645;0.104608;25.7563
3460;"{16, 1, 3}";"{16, 30, 5, 1, 22, 19, 28, 11, 3}";3568;12081.5;5901;5690;1;0.853584;0.333333;0.401461;0.039506;25.7958
6161;"{16, 3, 26}";"{16, 5, 17, 2, 6, 1, 22, 28, 19, 3, 26}";4684.5;16683.4;14691;14595;1;0.853977;0.272727;0.401116;0.117067;25.9129
8676;"{28, 19, 3}";"{28, 19, 11, 3}";2815.5;3594.89;4682;3951;1;0.854367;0.75;0.402049;0.002905;25.9158
684;"{14, 16, 5}";"{14, 19, 3, 5}";7405.87;7951.03;10328;10270;0.666667;0.853867;0.5;0.40231;0.035371;25.9512
961;"{16, 5, 1}";"{16, 5, 17, 6, 28, 19, 3, 11, 26, 1}";7688;15183;13898;12326;1;0.854255;0.3;0.402038;0.054388;26.0056
11100;"{5, 16, 1, 26}";"{5, 6, 17, 16, 22, 1, 28, 26}";9301.5;12324;7385;7183;1;0.854642;0.5;0.402298;0.024508;26.0301
5753;"{2, 28, 3}";"{2, 26, 17, 16, 30, 10, 8, 21, 6, 19, 11, 3}";3420;13818.5;17286;16282;0.666667;0.854145;0.166667;0.401674;0.151301;26.1814
12438;"{1, 22, 16}";"{1, 22, 5, 6, 17, 2, 26, 16}";2758;13843;10387;7721;1;0.854529;0.375;0.401604;0.127781;26.3091
12439;"{11, 3, 4}";"{11, 3, 19, 28, 6, 17, 2, 26, 16, 30, 10, 8, 4}";1982.5;13665.6;15731;15645;1;0.854912;0.230769;0.401154;0.151802;26.4609
685;"{16, 5, 17, 2}";"{16, 30, 5, 17, 6, 28, 19, 3, 11, 1, 22, 2}";10384.3;16237.9;19573;16935;1;0.855293;0.333333;0.400976;0.170375;26.6313
1393;"{19, 28, 24}";"{19, 1, 16, 30, 5, 6, 17, 2, 24}";2051;13957.6;7777;7679;0.666667;0.854799;0.222222;0.400508;0.061869;26.6932
1987;"{1, 3, 16, 5}";"{1, 22, 28, 19, 11, 3, 5}";8869.5;9769;9555;7094;0.75;0.854526;0.428571;0.400582;0.049367;26.7426
92;"{16, 22, 1, 3}";"{16, 17, 6, 19, 28, 26, 11, 3}";3943.68;9408.5;12172;10687;0.5;0.853602;0.25;0.40019;0.033796;26.7764
6161;"{16, 3, 26}";"{16, 5, 17, 2, 6, 1, 22, 28, 19, 3, 26}";4684.5;16683.4;14691;14595;1;0.853983;0.272727;0.399858;0.117061;26.8934
685;"{16, 5, 17, 2}";"{16, 30, 5, 17, 6, 28, 19, 3, 11, 1, 22, 2}";10384.3;16237.9;19573;16935;1;0.854361;0.333333;0.399686;0.173921;27.0673
8304;"{3, 19, 28, 25}";"{3, 11, 19, 28, 2, 5, 30, 10, 8, 21, 4, 25}";3080;14010.6;14977;14948;1;0.854737;0.333333;0.399515;0.130037;27.1974
12807;"{13, 19, 28}";"{13, 27, 11, 19, 1, 22, 5, 17, 6, 16, 28}";1712.5;12872.5;13069;13068;1;0.855112;0.272727;0.399188;0.055739;27.2531
13317;"{1, 5, 2, 11}";"{1, 16, 30, 5, 6, 17, 10, 8, 21, 14, 2, 26, 19, 3, 11}";8457.16;19805.1;21573;21233;1;0.855484;0.266667;0.398847;0.248155;27.5013
4424;"{6, 2, 26, 25}";"{6, 5, 30, 16, 1, 22, 28, 19, 11, 2, 7, 25}";4731.87;14216.9;15286;15274;0.75;0.855214;0.25;0.398466;0.093766;27.595
13674;"{1, 5, 16}";"{1, 22, 16}";7704.85;2774.85;2846;2705;0.666667;0.854731;0.666667;0.399152;0.002261;27.5973
731;"{5, 30, 16}";"{5, 1, 22, 16}";7611.7;8079;1667;1604;0.666667;0.854252;0.5;0.399409;0.002;27.5993
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.854623;0.333333;0.399241;0.036114;27.6354
6161;"{16, 3, 26}";"{16, 5, 17, 2, 6, 1, 22, 28, 19, 3, 26}";4684.5;16683.4;14691;14595;1;0.854992;0.272727;0.39892;0.119565;27.755
8484;"{16, 5, 26}";"{16, 5, 17, 6, 1, 22, 19, 11, 26}";8823.5;14035;8948;8697;1;0.855359;0.333333;0.398754;0.030281;27.7853
12281;"{11, 28, 19}";"{11, 3, 19}";2428.22;3230.72;6078;5250;0.666667;0.854882;0.666667;0.39943;0.003259;27.7885
10425;"{5, 3, 22}";"{5, 6, 17, 2, 26, 16, 30, 1, 19, 11, 24, 22}";6842.88;16719.1;14355;14257;0.666667;0.854408;0.166667;0.398844;0.142628;27.9311
5243;"{14, 10, 21, 16, 1}";"{14, 16, 5, 19, 28, 1}";4582.67;9553.5;9023;8298;0.6;0.853769;0.5;0.399098;0.020897;27.952
6158;"{2, 19, 11}";"{2, 17, 6, 5, 30, 1, 22, 19, 11}";3958;12799.7;7601;7176;1;0.854135;0.333333;0.398933;0.03474;27.9868
12652;"{19, 28, 3}";"{19, 28, 11, 3}";2816.5;3595.5;4014;2262;1;0.8545;0.75;0.399811;0.003987;27.9908
12642;"{11, 5, 6}";"{11, 19, 5, 6}";7066.76;8357.76;5473;5267;1;0.854863;0.75;0.400684;0.013255;28.004
5516;"{26, 5, 3}";"{26, 17, 6, 5, 16, 22, 1, 28, 19, 11, 3}";8071.96;15568.9;15710;11887;1;0.855224;0.272727;0.400366;0.068134;28.0722
