seq_id;Rota Real;Rota Gerada;Profit Real;Profit Gerado;Budget Real;Budget Gerado;Recall;Recall Total;Precision; Precision Total;Tempo;Tempo Total
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.838739;0.6;0.570276;0.008187;1.84394
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.842982;0.571429;0.570306;0.063739;1.90768
4226;"{4, 7, 1, 5}";"{4, 2, 7, 28, 24, 1, 3, 5}";1148;6924.01;3562;3514;1;0.847009;0.5;0.568504;0.046241;1.95392
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.8425;0.4;0.564291;0.045921;1.99984
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.836585;0.5;0.562723;0.024921;2.02476
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.840476;0.272727;0.555818;0.108209;2.13297
822;"{3, 26, 18}";"{3, 5, 18}";374.674;556;3063;748;0.666667;0.836434;0.666667;0.558396;0.003063;2.13603
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.832576;0.4;0.554796;0.046105;2.18214
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.830741;0.333333;0.549875;0.257395;2.43953
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.83442;0.571429;0.550343;0.063367;2.5029
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.832624;0.333333;0.545726;0.246346;2.74925
4226;"{4, 7, 1, 5}";"{4, 2, 7, 28, 24, 1, 3, 5}";1148;6924.01;3562;3514;1;0.836111;0.5;0.544774;0.044821;2.79407
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.839456;0.25;0.538758;0.16941;2.96348
4380;"{5, 18, 3}";"{5, 24, 28, 1, 3}";558;1896.52;1687;1553;0.666667;0.836;0.4;0.535983;0.007019;2.9705
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.839216;0.25;0.530375;0.16262;3.13312
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.842308;0.272727;0.52542;0.101176;3.23429
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.845283;0.5;0.524941;0.033147;3.26744
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.841975;1;0.533738;0.001708;3.26915
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.844848;0.6;0.534943;0.007839;3.27699
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.847619;0.25;0.529855;0.162423;3.43941
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.850292;0.571429;0.530584;0.060692;3.5001
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.848563;0.333333;0.527183;0.248017;3.74812
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.84548;0.285714;0.52309;0.073176;3.82129
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.843889;0.333333;0.519928;0.271747;4.09304
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.846448;0.6;0.521241;0.009041;4.10208
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.842473;0.5;0.520898;0.02928;4.13136
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.839683;0.4;0.518979;0.052089;4.18345
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.842187;0.272727;0.515131;0.10334;4.28679
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.840769;0.333333;0.512334;0.246154;4.53294
4380;"{5, 18, 3}";"{5, 24, 28, 1, 3}";558;1896.52;1687;1553;0.666667;0.838131;0.4;0.510632;0.007465;4.54041
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.835572;0.4;0.508981;0.052853;4.59326
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.833088;0.285714;0.505698;0.08054;4.6738
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.830676;0.4;0.504166;0.051049;4.72485
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.828333;0.4;0.502678;0.050533;4.77538
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.826056;1;0.509682;0.001767;4.77715
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.823843;0.4;0.508159;0.049205;4.82636
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.826256;0.6;0.509417;0.008839;4.8352
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.823198;0.5;0.50929;0.030998;4.86619
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.825556;0.6;0.510499;0.008725;4.87492
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.827851;0.6;0.511677;0.008675;4.88359
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.830087;0.25;0.508279;0.182133;5.06573
4380;"{5, 18, 3}";"{5, 24, 28, 1, 3}";558;1896.52;1687;1553;0.666667;0.827991;0.4;0.50689;0.007416;5.07314
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.830169;0.571429;0.507707;0.066788;5.13993
4226;"{4, 7, 1, 5}";"{4, 2, 7, 28, 24, 1, 3, 5}";1148;6924.01;3562;3514;1;0.832292;0.5;0.507611;0.047181;5.18711
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.831276;0.333333;0.505459;0.256256;5.44337
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.828455;0.5;0.505393;0.024903;5.46827
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.826506;1;0.511352;0.01089;5.47916
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.824603;1;0.517169;0.011099;5.49026
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.821961;0.5;0.516967;0.027738;5.518
4380;"{5, 18, 3}";"{5, 24, 28, 1, 3}";558;1896.52;1687;1553;0.666667;0.820155;0.4;0.515607;0.007419;5.52542
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.818391;1;0.521175;0.01138;5.5368
4380;"{5, 18, 3}";"{5, 24, 28, 1, 3}";558;1896.52;1687;1553;0.666667;0.816667;0.4;0.519798;0.00739;5.54419
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.818727;0.6;0.520699;0.008052;5.55224
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.820741;0.6;0.52158;0.007991;5.56023
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.822711;0.25;0.518596;0.163853;5.72408
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.824638;0.25;0.515676;0.174987;5.89907
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.826523;0.571429;0.516276;0.064125;5.96319
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.828369;0.6;0.517166;0.007941;5.97114
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.830175;0.571429;0.517738;0.059566;6.0307
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.831944;0.5;0.517553;0.032029;6.06273
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.8311;0.333333;0.515654;0.24743;6.31016
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.829422;0.4;0.514473;0.045621;6.35578
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.827778;1;0.519378;0.010689;6.36647
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.826167;0.285714;0.517041;0.072125;6.4386
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.827888;0.25;0.514397;0.161907;6.6005
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.825654;0.5;0.514256;0.02645;6.62695
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.827346;0.5;0.514118;0.033362;6.66031
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.829006;0.5;0.513982;0.035744;6.69606
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.82746;1;0.518611;0.011932;6.70799
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.825943;1;0.523152;0.011953;6.71994
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.824455;1;0.527609;0.011227;6.73117
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.82608;0.25;0.525038;0.166187;6.89736
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.827676;0.272727;0.522723;0.105056;7.00241
822;"{3, 26, 18}";"{3, 5, 18}";374.674;556;3063;748;0.666667;0.826212;0.666667;0.524032;0.002269;7.00468
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.827778;0.571429;0.524459;0.062994;7.06768
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.829315;0.571429;0.524878;0.068434;7.13611
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.830826;0.571429;0.52529;0.066883;7.20299
4380;"{5, 18, 3}";"{5, 24, 28, 1, 3}";558;1896.52;1687;1553;0.666667;0.829386;0.4;0.524191;0.007833;7.21083
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.83087;0.25;0.521807;0.18266;7.39349
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.830172;0.333333;0.520182;0.284164;7.67765
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.831624;0.272727;0.518067;0.114883;7.79253
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.833051;0.571429;0.518519;0.070404;7.86294
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.831653;0.4;0.517523;0.052872;7.91581
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.833056;0.272727;0.515483;0.115291;8.0311
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.83168;1;0.519488;0.002143;8.03324
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.830328;1;0.523426;0.011478;8.04472
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.831707;0.5;0.523236;0.035313;8.08004
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.829839;0.5;0.523048;0.025991;8.10603
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.828533;1;0.526864;0.001812;8.10784
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.82791;0.333333;0.525328;0.276139;8.38398
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.82664;0.285714;0.523441;0.072801;8.45678
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.825391;1;0.527165;0.001652;8.45843
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.826744;0.25;0.525016;0.175698;8.63413
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.825;0.5;0.524824;0.027719;8.66185
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.823791;1;0.528451;0.001682;8.66353
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.822601;0.4;0.527478;0.04982;8.71335
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.823935;0.5;0.527271;0.034902;8.74825
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.822264;0.5;0.527068;0.027114;8.77537
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.820617;0.5;0.526867;0.027714;8.80308
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.819485;1;0.530346;0.001693;8.80477
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.81837;0.285714;0.52856;0.071294;8.87607
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.819686;0.571429;0.528871;0.059474;8.93554
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.818585;0.4;0.527944;0.043675;8.97921
4226;"{4, 7, 1, 5}";"{4, 2, 7, 28, 24, 1, 3, 5}";1148;6924.01;3562;3514;1;0.819881;0.5;0.527744;0.0436;9.02281
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.819385;0.333333;0.526365;0.249698;9.27251
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.81831;1;0.529701;0.001646;9.27416
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.81958;0.6;0.530193;0.008126;9.28228
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.818519;0.4;0.529288;0.049035;9.33132
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.817471;0.285714;0.527609;0.078361;9.40968
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.816438;0.285714;0.525952;0.077187;9.48687
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.814966;0.5;0.525775;0.027386;9.51425
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.813514;0.5;0.525601;0.028658;9.54291
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.814765;0.5;0.525429;0.035055;9.57797
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.813778;1;0.528593;0.011721;9.58969
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.812362;0.5;0.528404;0.027227;9.61692
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.811404;1;0.531506;0.001776;9.61869
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.810458;0.4;0.530647;0.047073;9.66576
3845;"{19, 13, 4}";"{19, 4}";535.338;367.838;6655;6434;0.666667;0.809524;1;0.533695;0.011673;9.67744
4226;"{4, 7, 1, 5}";"{4, 2, 7, 28, 24, 1, 3, 5}";1148;6924.01;3562;3514;1;0.810753;0.5;0.533477;0.04675;9.72419
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.811966;0.571429;0.53372;0.067795;9.79198
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.813163;0.25;0.531913;0.178755;9.97074
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.814346;0.25;0.530129;0.16558;10.1363
537;"{21, 20, 29, 28}";"{21, 20, 15, 27, 24, 1, 5, 2, 28}";709.573;7186.11;9039;7553;0.75;0.813941;0.333333;0.528891;0.274528;10.4108
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.815104;0.272727;0.52729;0.102758;10.5136
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.813768;0.5;0.527121;0.025435;10.539
2485;"{3, 1, 5, 24}";"{3, 5, 18, 1, 2, 28, 24}";1552.4;6466.31;10294;10259;1;0.814918;0.571429;0.527394;0.059188;10.5982
754;"{26, 18, 5}";"{26, 24, 1, 3, 5}";607.534;1742.07;4175;2284;0.666667;0.814008;0.4;0.526613;0.044865;10.6431
822;"{3, 26, 18}";"{3, 5, 18}";374.674;556;3063;748;0.666667;0.81311;0.666667;0.527467;0.002009;10.6451
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.814242;0.272727;0.525923;0.098109;10.7432
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.812952;0.5;0.525767;0.024229;10.7674
1733;"{6, 11, 4}";"{6, 11, 7, 19, 2, 15, 27, 28, 24, 3, 1, 4}";609.19;7859.85;11360;11304;1;0.814072;0.25;0.524115;0.15632;10.9238
2764;"{1, 24, 6}";"{1, 3, 5, 24, 28, 7, 19, 2, 4, 11, 6}";1195.02;7542.52;7438;7261;1;0.815179;0.272727;0.522619;0.103977;11.0277
1471;"{6, 1, 3}";"{6, 7, 28, 24, 1, 3}";543.326;2000.42;4447;4155;1;0.816272;0.5;0.522485;0.031254;11.059
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.815;0.5;0.522353;0.024254;11.0832
1820;"{1, 3, 26}";"{1, 3, 5, 18, 26}";590.188;1015.19;2898;1984;1;0.816082;0.6;0.522807;0.00809;11.0913
1472;"{18, 5, 26}";"{18, 26}";602.914;242.414;2233;1925;0.666667;0.815213;1;0.525581;0.001599;11.0929
3823;"{5, 19, 26}";"{5, 3, 1, 2, 24, 18, 26}";724.712;6315.21;6474;6416;0.666667;0.814355;0.285714;0.524195;0.069625;11.1626
4226;"{4, 7, 1, 5}";"{4, 2, 7, 28, 24, 1, 3, 5}";1148;6924.01;3562;3514;1;0.815421;0.5;0.524056;0.042508;11.2051
4142;"{19, 13, 2, 3, 24}";"{19, 1, 3, 5, 18, 24}";5777.26;1787.06;7481;6418;0.6;0.81419;0.5;0.523918;0.025315;11.2304
822;"{3, 26, 18}";"{3, 5, 18}";374.674;556;3063;748;0.666667;0.813352;0.666667;0.524729;0.002121;11.2325
